MEDIA_ID;MEDIA_NAME;CNT;TIME(2020/04/22 10:08:13.074);TIMETICK(f=10000000);FPOGX;FPOGY;FPOGS;FPOGD;FPOGID;FPOGV;BPOGX;BPOGY;BPOGV;CX;CY;CS;USER;LPCX;LPCY;LPD;LPS;LPV;RPCX;RPCY;RPD;RPS;RPV;BKID;BKDUR;BKPMIN;LPMM;LPMMV;RPMM;RPMMV;DIAL;DIALV;GSR;GSRV;HR;HRV;HRP;TTL0;TTL1;TTLV;PIXS;PIXV;AOI;SACCADE_MAG;SACCADE_DIR;Column1
0;NewMedia0;17;0.27258;54272395435444;0.37206;0.05448;0.00000;0.27258;1;1;0.37908;0.43748;1;0.36250;0.09444;0;;0.40789;0.50480;15.19043;1.00625;1;0.67025;0.50950;15.58017;1.00625;1;0;0.00000;12;3.14380;1;3.03684;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;0.00000;0.00000;
0;NewMedia0;33;0.53291;54272398038803;0.35687;0.82736;0.34045;0.19247;2;1;0.36565;0.94338;1;0.35625;0.37870;0;;0.40692;0.50547;15.32946;0.98419;1;0.67008;0.51010;15.09486;0.98419;1;0;0.00000;12;3.03299;1;2.94284;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;835.21973;267.99890;
0;NewMedia0;47;0.75809;54272400290568;0.31510;0.98384;0.54810;0.20999;3;1;0.34341;1.09527;1;0.29167;0.73981;0;;0.40610;0.50619;15.50704;1.00625;1;0.66880;0.51097;15.81861;1.00625;1;0;0.00000;12;3.23595;1;3.14457;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;187.06218;244.61328;
0;NewMedia0;71;1.14902;54272404199831;0.23436;1.00905;0.82228;0.32674;4;1;0.26637;0.91308;1;0.23438;0.90741;0;;0.40473;0.50383;15.16138;1.04812;1;0.66780;0.50865;15.25183;1.03969;1;0;0.00000;12;2.99540;1;2.91017;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;157.39362;189.96144;
0;NewMedia0;109;1.77147;54272410424383;0.27278;0.99785;1.16283;0.60864;5;1;0.24251;1.05377;1;0.26406;0.98611;0;;0.40941;0.50230;14.84385;1.00625;1;0.67220;0.50918;15.08178;1.00625;1;0;0.00000;12;2.98624;1;3.04118;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;74.75159;9.31237;
0;NewMedia0;126;2.03547;54272413064398;0.27604;1.00300;1.77715;0.25832;6;1;0.25519;0.96317;1;0.26667;0.98519;0;;0.40850;0.50277;15.13044;1.00625;1;0.67117;0.50936;14.92337;1.00625;1;0;0.00000;12;3.00854;1;2.91100;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;8.37335;318.37506;
0;NewMedia0;144;2.32718;54272415981497;0.24131;1.01181;2.05200;0.27518;7;1;0.17340;1.01426;1;0.26146;0.98519;0;;0.40595;0.50379;15.15024;1.03156;1;0.66837;0.51048;15.39448;1.04000;1;0;0.00000;12;3.08869;1;3.01619;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;67.35699;188.12068;
0;NewMedia0;173;2.79745;54272420684285;0.21455;1.03380;2.34275;0.45471;8;1;0.33791;1.05909;1;0.23646;0.97500;0;;0.41027;0.50225;14.68401;1.00625;1;0.67265;0.50955;14.74387;1.00625;1;0;0.00000;12;2.92417;1;2.86638;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;56.60255;204.80804;
0;NewMedia0;180;2.90853;54272421795013;0.33331;0.97174;2.81203;0.09650;9;1;0.39129;0.78619;1;0.23646;0.97500;0;;0.41294;0.49906;13.74751;1.03156;1;0.67454;0.50727;14.26611;1.03156;1;0;0.00000;12;2.73171;1;2.89511;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;237.66589;16.38036;
0;NewMedia0;199;3.21607;54272424870316;0.88657;0.03183;2.97460;0.24147;10;1;0.91823;0.00946;1;0.80260;0.27222;0;;0.42104;0.49407;16.46749;0.99881;1;0.68277;0.50228;16.57992;0.99136;1;0;0.00000;12;3.36903;1;3.39272;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;1469.29517;43.69961;
0;NewMedia0;227;3.66899;54272429399555;0.92081;-0.02056;3.23264;0.43635;11;1;0.89307;-0.05073;1;0.88750;0.02778;0;;0.42075;0.49386;15.63452;1.00625;1;0.68249;0.50189;15.49095;1.00625;1;0;0.00000;12;3.39480;1;3.47835;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;86.73691;40.71761;
0;NewMedia0;262;4.23466;54272435056434;0.90445;-0.01499;3.68523;0.54945;12;1;0.56791;0.32157;1;0.92396;0.01111;0;;0.41930;0.49479;14.31571;1.00625;1;0.68083;0.50355;15.88912;1.00625;1;0;0.00000;11;3.12787;1;3.16528;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;31.98209;190.84149;
0;NewMedia0;278;4.49487;54272437658315;0.49544;0.26059;4.30017;0.19469;13;1;0.45574;0.02025;1;0.92396;0.01111;0;;0.41759;0.49365;15.89545;1.00625;1;0.67949;0.50148;16.48115;1.00625;1;0;0.00000;11;3.20011;1;3.20098;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;839.80725;200.75658;
0;NewMedia0;296;4.78542;54272440563901;0.39890;0.01115;4.55901;0.22642;14;1;0.37288;-0.04448;1;0.92396;0.01111;0;;0.41642;0.49407;15.25401;1.00625;1;0.67883;0.50216;15.30169;1.00625;1;0;0.00000;11;3.09510;1;3.26593;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;327.00293;124.52984;
0;NewMedia0;310;5.01206;54272442830233;0.41115;0.13702;4.80332;0.20874;15;1;0.52875;0.36098;1;0.92396;0.01111;3;;0.41641;0.49755;14.42399;1.00625;1;0.67911;0.50537;14.84650;1.00625;1;0;0.00000;10;2.91963;1;2.86843;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;137.95929;279.81604;
0;NewMedia0;336;5.43286;54272447038266;0.52799;0.31065;5.07696;0.35590;16;1;0.45255;0.12012;1;0.89167;0.03611;0;;0.41203;0.49680;15.71018;1.00625;1;0.67450;0.50426;16.50956;1.00625;1;0;0.00000;10;3.01033;1;3.11791;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;292.38516;320.10767;
0;NewMedia0;352;5.69198;54272449629494;0.49107;0.41950;5.49631;0.19567;17;1;0.55409;0.65780;1;0.67760;0.29815;0;;0.41304;0.50095;14.04835;1.03156;1;0.67507;0.50833;14.93817;1.02312;1;0;0.00000;10;2.75894;1;2.93810;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;137.27623;238.91043;
0;NewMedia0;374;6.04641;54272453173789;0.68553;0.72956;5.75581;0.29060;18;1;0.69273;0.72144;1;0.69271;0.62870;0;;0.41784;0.50128;15.05676;0.99136;1;0.68009;0.50891;15.78691;0.98392;1;0;0.00000;10;2.85138;1;3.16350;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;501.53220;318.11145;
0;NewMedia0;431;6.96873;54272462397145;0.68331;0.68833;6.06270;0.90604;19;1;0.64590;0.74284;1;0.68802;0.70278;0;;0.41209;0.50092;14.34382;1.00625;1;0.67425;0.50760;14.81882;1.00625;1;0;0.00000;10;2.86287;1;3.02432;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;44.73193;95.46794;
0;NewMedia0;455;7.35683;54272466277968;0.66092;0.64173;6.98493;0.37189;20;1;0.51686;0.33741;1;0.68802;0.70278;0;;0.41406;0.49867;12.71507;1.00625;1;0.67551;0.50565;15.04010;1.00625;1;0;0.00000;10;2.78616;1;3.04641;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;66.18869;130.50302;
0;NewMedia0;501;8.10256;54272473735301;0.42403;0.30394;7.42277;0.67979;21;1;0.37775;0.23837;1;0.68802;0.70278;0;;0.40529;0.49794;14.80015;1.00625;1;0.66755;0.50388;15.22051;1.00625;1;0;0.00000;10;2.98503;1;3.09201;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;583.05914;141.26727;
0;NewMedia0;521;8.42758;54272476985443;0.41580;0.20407;8.16714;0.26042;22;1;0.42506;0.25323;1;0.68802;0.70278;0;;0.40169;0.49781;14.83865;0.99136;1;0.66425;0.50303;15.12809;0.98392;1;0;0.00000;10;2.88258;1;2.98855;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;109.01093;98.33466;
0;NewMedia0;534;8.64445;54272479154226;0.40191;0.22175;8.44292;0.20154;23;1;0.41126;0.21083;0;0.68802;0.70278;0;;0.40118;0.49562;14.26716;1.00625;0;0.66446;0.50177;14.32404;1.00625;0;16;0.00000;10;2.77083;0;3.02533;0;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;32.79968;215.60205;
0;NewMedia0;595;9.69019;54272489611635;0.41905;0.23876;8.96908;0.72112;24;1;0.38243;0.15154;1;0.72969;0.64815;0;;0.39876;0.49490;14.20377;1.04813;1;0.66177;0.49855;13.92473;1.05656;1;0;0.00000;11;2.68566;1;2.79806;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;37.68914;330.82828;
0;NewMedia0;608;9.89792;54272491688901;0.40413;0.27877;9.70605;0.19187;25;1;0.28895;0.49109;1;0.76823;0.60648;0;;0.39499;0.49630;12.56431;0.98419;1;0.65812;0.49980;13.36633;0.98419;1;0;0.00000;11;2.86542;1;2.69473;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;51.84389;236.45786;
0;NewMedia0;629;10.24371;54272495146845;0.10361;0.82626;9.96208;0.28164;26;1;0.09691;0.84254;1;0.76719;0.58981;0;;0.39213;0.49809;16.13291;0.99890;1;0.65557;0.50203;16.46832;0.99890;1;0;0.00000;11;3.23626;1;3.20867;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;826.16589;225.70082;
0;NewMedia0;652;10.61122;54272498821852;0.11294;0.87801;10.26102;0.35020;27;1;0.14288;0.86773;1;0.76458;0.57130;0;;0.39626;0.49763;15.66553;0.98419;1;0.65975;0.50216;15.76634;0.98419;1;0;0.00000;11;3.08122;1;3.12032;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;58.69064;287.77145;
0;NewMedia0;673;10.95056;54272502215261;0.09466;0.85785;10.62737;0.32319;28;1;0.08614;0.83616;1;0.76302;0.56204;0;;0.39190;0.49863;16.02940;1.00625;1;0.65521;0.50239;16.14288;1.00625;1;0;0.00000;11;3.14825;1;3.19100;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;41.30249;148.18665;
0;NewMedia0;694;11.29148;54272505624498;0.37476;0.31934;11.06476;0.22672;29;1;0.42772;0.37645;1;0.76302;0.55741;0;;0.39684;0.49416;15.62756;1.02313;1;0.66012;0.49781;15.33404;1.03156;1;0;0.00000;11;2.94384;1;3.00689;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;792.12885;47.24071;
0;NewMedia0;736;11.97005;54272512410279;0.43828;0.39674;11.30597;0.66409;30;1;0.43037;0.43183;1;0.76302;0.55556;0;;0.39568;0.49771;14.93832;0.98419;1;0.65909;0.50158;15.94623;0.98419;1;0;0.00000;11;3.14532;1;3.08965;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;147.85625;325.57269;
0;NewMedia0;749;12.18798;54272514589460;0.44319;0.40846;11.98714;0.20084;31;1;0.43835;0.44489;0;0.76302;0.55556;0;;0.39272;0.49638;15.24781;1.00625;0;0.65655;0.49903;15.47082;1.00625;0;17;0.00000;11;3.14261;0;3.02417;0;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;15.78251;306.67838;
0;NewMedia0;791;12.93978;54272522107493;0.43000;0.35317;12.52133;0.41846;32;1;0.38226;0.39472;1;0.76302;0.55556;0;;0.38771;0.49359;15.36830;1.01458;1;0.65228;0.49514;15.36089;1.01458;1;0;0.00000;12;2.91546;1;2.94702;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;64.86143;112.98215;
0;NewMedia0;806;13.18356;54272524545247;0.38849;0.29938;12.95506;0.22850;33;1;0.39931;0.22428;1;0.76302;0.55556;0;;0.38875;0.49256;14.56501;1.00625;1;0.65314;0.49503;15.61856;1.00625;1;0;0.00000;12;3.02867;1;3.01404;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;98.62451;143.91151;
0;NewMedia0;824;13.47491;54272527458787;0.39403;0.29074;13.20293;0.27198;34;1;0.41420;0.30178;1;0.76302;0.55556;0;;0.38639;0.49420;15.50264;1.00625;1;0.65089;0.49594;16.10440;1.00625;1;0;0.00000;12;3.06319;1;3.03741;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;14.14969;41.25898;
0;NewMedia0;856;13.99137;54272532623345;0.38159;0.36787;13.49092;0.50044;35;1;0.37988;0.38758;1;0.76302;0.55556;0;;0.38513;0.49258;15.57696;0.95632;1;0.65020;0.49462;16.35629;0.94888;1;0;0.00000;12;3.20443;1;3.13122;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;86.65701;254.00079;
0;NewMedia0;879;14.36328;54272536342511;0.40644;0.39144;14.00838;0.35489;36;1;0.44644;0.40464;1;0.76302;0.55556;0;;0.38653;0.49207;15.69417;0.97684;1;0.65156;0.49481;16.35551;0.97684;1;0;0.00000;12;3.15202;1;3.19913;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;54.07792;331.91888;
0;NewMedia0;897;14.65471;54272539256770;0.40533;0.31568;14.37979;0.27492;37;1;0.41481;0.24882;1;0.76302;0.55556;0;;0.38747;0.49031;16.08690;0.99890;1;0.65228;0.49283;16.34527;0.99890;1;0;0.00000;12;3.31024;1;3.35928;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;81.84858;91.49207;
0;NewMedia0;920;15.02776;54272542987263;0.41014;0.30160;14.66965;0.35809;38;1;0.36726;0.42519;1;0.76302;0.55556;0;;0.39372;0.48831;16.07625;0.98419;1;0.65851;0.49164;16.39479;0.98419;1;0;0.00000;12;3.19809;1;3.20783;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;17.79111;58.72863;
0;NewMedia0;940;15.34966;54272546206209;0.41558;0.36764;15.09133;0.25833;39;1;0.44667;0.29306;1;0.76302;0.55556;0;;0.39550;0.48595;14.93990;0.98392;1;0.66041;0.48978;16.06933;0.99136;1;0;0.00000;12;2.99459;1;3.11410;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;72.08391;278.33136;
0;NewMedia0;956;15.60536;54272548763341;0.40687;0.31724;15.36502;0.24034;40;1;0.36337;0.37455;1;0.76302;0.55556;0;;0.39852;0.48375;15.27198;0.97647;1;0.66327;0.48842;15.45963;0.97647;1;0;0.00000;12;2.96261;1;3.08332;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;56.94300;107.07860;
0;NewMedia0;972;15.86496;54272551359307;0.37838;0.23423;15.62243;0.24253;41;1;0.37309;0.12769;1;0.76302;0.55556;0;;0.40113;0.48456;14.94760;0.99145;1;0.66530;0.48980;16.37045;0.99890;1;0;0.00000;11;3.17592;1;3.17230;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;105.02116;121.38963;
0;NewMedia0;990;16.15548;54272554264460;0.38122;0.15036;15.88102;0.27446;42;1;0.34663;0.18900;1;0.76302;0.55556;0;;0.40106;0.48515;15.41770;0.99890;1;0.66534;0.49053;15.81853;0.99890;1;0;0.00000;11;2.95231;1;3.07402;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;90.74357;86.55499;
0;NewMedia0;1008;16.44711;54272557180711;0.26626;0.19744;16.17183;0.27528;43;1;0.22586;0.19432;1;0.76302;0.55556;0;;0.40014;0.48378;14.03216;1.00625;1;0.66496;0.49036;15.46478;0.99881;1;0;0.00000;11;3.10283;1;3.22017;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;226.50409;192.97249;
0;NewMedia0;1039;16.94996;54272562209278;0.52712;0.19975;16.51199;0.43797;44;1;0.48037;0.14789;1;0.76302;0.55556;0;;0.40361;0.48363;14.64265;0.98392;1;0.66807;0.49006;15.13523;0.99136;1;0;0.00000;11;2.77615;1;3.01844;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;500.85736;359.71460;
0;NewMedia0;1057;17.23934;54272565103023;0.41844;0.20187;16.96472;0.27462;45;1;0.38977;0.21203;1;0.76302;0.55556;0;;0.39940;0.48464;14.90274;0.99881;1;0.66407;0.49025;15.32575;0.99136;1;0;0.00000;11;2.93255;1;2.95850;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;208.67809;180.62865;
0;NewMedia0;1071;17.46750;54272567384677;0.30461;0.29765;17.25547;0.21203;46;1;0.25284;0.36490;1;0.76302;0.55556;0;;0.39827;0.48692;14.83222;0.98419;1;0.66284;0.49304;14.85123;0.98419;1;0;0.00000;11;2.83546;1;2.93813;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;241.79750;205.32840;
0;NewMedia0;1086;17.71006;54272569810256;0.34987;0.32783;17.48883;0.22123;47;1;0.48306;0.30205;1;0.76302;0.55556;0;;0.40239;0.48709;14.55102;0.98419;1;0.66667;0.49321;14.30392;0.98419;1;0;0.00000;11;2.83790;1;2.93680;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;92.81088;339.43979;
0;NewMedia0;1103;17.98508;54272572560473;0.51350;0.34685;17.72620;0.25888;48;1;0.52596;0.29893;1;0.76302;0.55556;0;;0.40348;0.48729;14.20638;1.00625;1;0.66803;0.49257;14.43855;1.00625;1;0;0.00000;11;2.85121;1;2.92582;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;314.84039;356.25909;
0;NewMedia0;1129;18.40458;54272576755509;0.38547;0.39759;18.09682;0.30775;49;1;0.41485;0.14893;1;0.76302;0.55556;0;;0.39919;0.48577;14.55736;0.97647;1;0.66323;0.49087;14.97097;0.97647;1;0;0.00000;11;2.89443;1;3.02281;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;251.85155;192.56725;
0;NewMedia0;1151;18.75957;54272580305338;0.43306;0.17193;18.46942;0.29015;50;1;0.50204;0.17371;1;0.76302;0.55556;0;;0.40315;0.48605;14.38521;0.99136;1;0.66752;0.49209;14.60746;0.98392;1;0;0.00000;11;2.73883;1;2.96792;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;260.27853;69.44798;
0;NewMedia0;1167;19.01891;54272582898842;0.44883;0.16280;18.77565;0.24326;51;1;0.39260;0.14980;1;0.76302;0.55556;0;;0.40245;0.48574;14.46393;0.97684;1;0.66682;0.49156;14.39345;0.96939;1;0;0.00000;11;2.85088;1;3.08930;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;31.84355;18.03822;
0;NewMedia0;1190;19.39300;54272586639638;0.37940;0.15968;19.03516;0.35784;52;1;0.32814;0.14190;1;0.76302;0.55648;0;;0.40426;0.48610;14.26259;1.02312;1;0.66877;0.49315;14.56619;1.03156;1;0;0.00000;11;2.76872;1;2.96218;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;133.34819;178.55202;
0;NewMedia0;1203;19.60146;54272588724240;0.49104;0.17784;19.40728;0.19418;53;1;0.59847;0.21881;1;0.76302;0.55741;0;;0.40656;0.48707;14.46310;1.00625;1;0.67122;0.49355;14.79291;1.00625;1;0;0.00000;11;2.75564;1;2.85640;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;215.24417;354.77203;
0;NewMedia0;1220;19.87527;54272591462487;0.50228;0.22283;19.61788;0.25741;54;1;0.49710;0.18405;1;0.76302;0.55833;0;;0.40356;0.48788;14.75394;0.98419;1;0.66823;0.49401;14.79680;0.98419;1;0;0.00000;11;2.80411;1;2.99824;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;53.16618;293.94830;
0;NewMedia0;1241;20.21572;54272594866907;0.31514;0.29371;19.94097;0.27476;55;1;0.41856;0.43680;1;0.76302;0.55926;0;;0.40172;0.48925;13.85011;0.96195;1;0.66641;0.49558;14.14917;0.95450;1;0;0.00000;11;2.66006;1;2.78126;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;367.37271;192.02699;
0;NewMedia0;1274;20.75041;54272600213779;0.40001;0.37129;20.23340;0.51701;56;1;0.37351;0.45879;1;0.76302;0.56019;0;;0.40160;0.48878;14.36762;0.99136;1;0.66619;0.49546;14.48575;0.98392;1;0;0.00000;11;2.83550;1;2.87035;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;183.22928;332.78851;
0;NewMedia0;1290;21.00836;54272602793270;0.45765;0.42497;20.76580;0.24256;57;1;0.52239;0.40278;1;0.76302;0.56019;0;;0.40295;0.48951;13.55864;1.00625;1;0.66780;0.49584;14.07131;1.00625;1;0;0.00000;11;2.65965;1;2.77532;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;124.93446;332.35199;
0;NewMedia0;1313;21.38161;54272606525913;0.47913;0.45653;21.02409;0.35754;58;1;0.31215;0.15040;1;0.76302;0.56019;0;;0.40372;0.48744;13.95114;1.00625;1;0.66785;0.49373;14.40708;1.00625;1;0;0.00000;11;2.77914;1;2.95938;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;53.50371;320.42743;
0;NewMedia0;1332;21.69122;54272609621847;0.30502;0.13195;21.44529;0.24593;59;1;0.22607;-0.07813;0;0.76302;0.56019;0;;0.37304;0.50495;14.28447;1.50625;0;0.66620;0.49383;11.91599;1.50625;0;18;0.00000;11;4.99074;0;2.47564;0;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;484.38968;133.64029;
0;NewMedia0;1363;22.18932;54272614602848;0.65912;0.25117;21.99564;0.19368;60;1;1.02077;0.30869;1;0.76302;0.56019;0;;0.40822;0.48817;15.44059;0.97647;1;0.67212;0.49381;15.12992;0.97647;1;0;0.00000;12;3.20793;1;3.50906;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;691.95703;349.27603;
0;NewMedia0;1380;22.46361;54272617345801;0.90815;0.28372;22.25344;0.21017;61;1;0.94518;0.02924;1;0.76302;0.56019;0;;0.40417;0.48912;15.72128;0.99881;1;0.66893;0.49359;15.92155;0.99881;1;0;0.00000;12;3.27939;1;3.41344;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;479.42813;355.79501;
0;NewMedia0;1408;22.91696;54272621879199;0.92575;0.10052;22.52983;0.38712;62;1;0.89881;0.19512;1;0.76302;0.56204;0;;0.40139;0.48861;14.94842;0.97103;1;0.66631;0.49301;15.14139;0.96358;1;0;0.00000;12;3.28422;1;3.29686;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;200.72090;80.30792;
0;NewMedia0;1431;23.28951;54272625604811;0.38400;0.25302;23.03163;0.25788;63;1;0.36367;0.35604;1;0.76302;0.56296;0;;0.39064;0.48977;15.30921;0.94265;1;0.65600;0.49425;15.73983;0.95671;1;0;0.00000;12;2.98807;1;3.00124;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;1053.11865;188.99757;
0;NewMedia0;1471;23.93542;54272632063833;0.37922;0.25196;23.30455;0.63087;64;1;0.44039;0.41676;1;0.76302;0.56296;0;;0.39309;0.49010;14.68294;0.96176;1;0.65829;0.49488;14.57889;0.96176;1;0;0.00000;12;2.84092;1;2.92657;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;9.24873;172.88991;
0;NewMedia0;1533;24.93865;54272642096131;0.42737;0.37929;24.00086;0.93779;65;1;0.43642;0.47027;1;0.76302;0.56296;0;;0.39252;0.48527;14.58877;0.92745;1;0.65842;0.49050;15.39750;0.94333;1;0;0.00000;12;2.94723;1;2.94588;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;165.70271;303.91171;
0;NewMedia0;1564;25.44035;54272647113111;0.42576;0.35639;24.95453;0.48582;66;1;0.38584;0.12391;1;0.76302;0.56296;0;;0.39240;0.48453;15.14448;0.99880;1;0.65797;0.48986;15.38437;0.99136;1;0;0.00000;12;2.93781;1;3.06278;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;24.92446;97.12430;
0;NewMedia0;1594;25.92610;54272651970603;0.36806;0.08154;25.50436;0.42174;67;1;0.36546;0.00817;1;0.76302;0.56296;0;;0.39418;0.48454;15.48556;1.00625;1;0.65971;0.49047;14.46058;1.00625;1;0;0.00000;12;2.99880;1;3.14322;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;316.83734;110.46628;
0;NewMedia0;1607;26.13514;54272654061080;0.40258;0.19530;25.94221;0.19293;68;1;0.38799;0.27131;1;0.76302;0.56296;0;;0.39469;0.48578;15.41554;0.98419;1;0.66026;0.49137;15.88729;0.98419;1;0;0.00000;12;3.00075;1;3.01503;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;139.59801;298.34506;
0;NewMedia0;1626;26.44296;54272657139276;0.42524;0.35040;26.15151;0.29146;69;1;0.48268;0.52483;1;0.76302;0.56296;0;;0.39693;0.48773;15.12591;1.00625;1;0.66237;0.49373;14.93118;1.00625;1;0;0.00000;12;2.92914;1;2.95064;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;173.06592;284.55984;
0;NewMedia0;1633;26.55593;54272658268885;0.45051;0.49627;26.50762;0.04830;70;1;0.41641;0.31394;1;0.76302;0.56296;0;;0.39583;0.48718;14.69829;0.99880;1;0.66122;0.49283;14.86937;0.99136;1;0;0.00000;12;3.01617;1;2.93029;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;164.84163;287.11755;
0;NewMedia0;1668;27.12560;54272663965673;0.42613;0.36223;26.57245;0.55315;71;1;0.44595;0.25204;1;0.76302;0.56296;0;;0.39865;0.48871;15.22871;0.99890;1;0.66424;0.49516;15.20419;0.99890;1;0;0.00000;12;2.93526;1;2.96783;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;152.14311;107.91875;
0;NewMedia0;1685;27.39958;54272666705403;0.40650;0.40379;27.14131;0.25826;72;1;0.18972;0.51610;1;0.76302;0.56296;0;;0.39513;0.49022;15.08620;0.98419;1;0.65999;0.49656;15.18914;0.98419;1;0;0.00000;12;3.26361;1;3.14868;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;58.61014;229.97997;
0;NewMedia0;1704;27.70739;54272669783607;0.19026;0.59626;27.46389;0.24350;73;1;0.18534;0.66772;1;0.76302;0.56296;0;;0.39342;0.49163;16.21703;0.98419;1;0.65878;0.49751;15.71605;0.98419;1;0;0.00000;12;3.21841;1;3.18830;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;464.31033;206.59564;
0;NewMedia0;1724;28.03031;54272673012720;0.19502;0.62207;27.72280;0.30750;74;1;0.26787;0.62138;1;0.76302;0.56296;0;;0.38907;0.49145;14.63092;0.96930;1;0.65440;0.49651;14.92100;0.97675;1;0;0.00000;12;2.96468;1;2.96677;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;29.33481;288.15259;
0;NewMedia0;1750;28.45067;54272677216372;0.39444;0.34244;28.09440;0.35627;75;1;0.41800;0.17997;1;0.76302;0.56296;0;;0.39443;0.48857;15.14302;1.00625;1;0.65931;0.49474;15.49965;1.00625;1;0;0.00000;12;2.90907;1;3.07357;1;0.00000;0;0;0;0;0;0;1;1;0;0.00000;0;;487.65378;38.26450;
